Age_Group,Gender,Emirate,Occupation,Income,Family_Size,Education,Purchase_Location,Purchase_Frequency,Products_Bought,Monthly_Spending_Range,Uses_Eco_Products,Preferred_Packaging,Importance_Convenience,Importance_Price,Importance_Sustainability,Aware_Plastic_Ban,Reduce_Waste_Score,Eco_Brand_Preference,Follow_Campaigns,Social_Influence_Score,Used_Refill_Before,Try_Refill_Likelihood,Preferred_Payment_Mode,Refill_Location,Container_Type,Refill_Combos,Preferred_Scents,Interest_Non_Liquids,Discount_Switch,Willingness_to_Pay_AED,Usage_Frequency,Likely_to_Use_ReFillHub
45-54,Male,Abu Dhabi,Student,<5000,5+,High School,Supermarket,Weekly,"Sanitizer, Surface Cleaner, Conditioner",200-400,Occasionally,Plastic,3,5,5,Unsure,3,4,Yes,4,No,2,Subscription,Residential Lobbies,Buy branded bottle once,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Fresh Linen, Herbal",Yes,5-10%,20.46,More than 4x,No
18-24,Male,Abu Dhabi,Student,10000-20000,3-4,High School,Hypermarket,Monthly,"Shampoo, Hand Wash, Surface Cleaner, Body Wash",<50,Occasionally,Plastic,4,5,3,No,4,4,Yes,5,No,5,Mobile App,Gyms,Use disposable option,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Citrus, Floral",Yes,10-20%,64.3,Weekly,Yes
55+,Male,Dubai,Entrepreneur,10000-20000,3-4,Undergraduate,Local Store,Monthly,"Body Wash, Conditioner, Cooking Oil",100-200,No,Plastic,5,5,3,Yes,5,2,No,2,No,4,Mobile App,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Detergent + Fabric Softener","Herbal, Floral, Fresh Linen",Maybe,5-10%,81.58,Weekly,Yes
45-54,Male,Abu Dhabi,Homemaker,5000-10000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Body Wash, Hand Wash, Surface Cleaner, Conditioner",50-100,No,Biodegradable,5,2,5,Unsure,3,3,Yes,3,Yes,4,Mobile App,Residential Lobbies,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Shampoo + Conditioner","Unscented, Herbal",Yes,>20%,46.39,Weekly,No
25-34,Female,Ajman,Professional,>40000,3-4,High School,Other,Weekly,"Fabric Softener, Cooking Oil, Surface Cleaner, Shampoo, Sanitizer",50-100,Occasionally,Glass,4,2,3,Yes,2,3,No,2,No,3,Mobile App,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Fresh Linen, Floral",Yes,5-10%,177.84,Once,No
18-24,Male,Sharjah,Professional,>40000,3-4,Postgraduate,Supermarket,Weekly,"Sanitizer, Detergent, Cooking Oil",100-200,Yes,Plastic,3,5,3,No,4,2,Yes,5,Yes,3,Subscription,Gyms,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Herbal, Unscented, Citrus",Maybe,<5%,216.34,More than 4x,No
45-54,Female,Dubai,Homemaker,20000-40000,3-4,High School,Online,Bi-weekly,"Sanitizer, Hand Wash, Detergent, Fabric Softener, Conditioner",200-400,No,Plastic,3,5,4,No,5,4,No,5,No,5,Card,Supermarkets,Bring my own,"Shampoo + Conditioner, Cooking Oil + Vinegar","Unscented, Fresh Linen",No,5-10%,130.13,Weekly,No
35-44,Male,Abu Dhabi,Entrepreneur,10000-20000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Shampoo, Body Wash, Hand Wash, Cooking Oil, Fabric Softener",100-200,No,No preference,5,2,3,No,4,4,Yes,3,Yes,5,Card,Malls,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Unscented",No,5-10%,54.85,Once,Yes
35-44,Prefer not to say,Dubai,Professional,20000-40000,5+,Undergraduate,Online,Monthly,"Sanitizer, Hand Wash, Detergent, Fabric Softener",200-400,No,Biodegradable,3,4,5,Yes,3,2,Yes,5,No,3,Card,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer","Floral, Citrus, Fresh Linen",Yes,10-20%,127.35,Once,No
45-54,Male,Dubai,Professional,<5000,5+,High School,Online,Monthly,"Hand Wash, Shampoo, Conditioner, Surface Cleaner, Detergent",50-100,Occasionally,Aluminum,5,5,3,Yes,5,2,Yes,5,Yes,5,Cash,Residential Lobbies,Use disposable option,"Cooking Oil + Vinegar, Shampoo + Conditioner, Hand Wash + Sanitizer","Floral, Citrus",Maybe,5-10%,40.23,Once,Yes
18-24,Male,Others,Professional,20000-40000,1-2,Undergraduate,Supermarket,Monthly,"Cooking Oil, Sanitizer, Shampoo, Conditioner",100-200,Yes,Aluminum,5,4,4,Yes,2,5,Yes,3,No,3,Subscription,Gyms,Use disposable option,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Herbal, Floral",Yes,>20%,118.14,Weekly,Yes
25-34,Female,Dubai,Professional,<5000,1-2,Postgraduate,Supermarket,Bi-weekly,"Cooking Oil, Sanitizer, Shampoo",100-200,No,Glass,3,2,3,Yes,2,4,Yes,4,No,4,Card,Supermarkets,Use disposable option,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Citrus, Herbal",Yes,5-10%,26.49,Weekly,No
18-24,Female,Abu Dhabi,Professional,20000-40000,5+,Undergraduate,Online,Monthly,"Surface Cleaner, Shampoo, Hand Wash, Cooking Oil",<50,No,Glass,3,5,3,No,3,5,No,2,No,3,Mobile App,Malls,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Floral, Herbal",Yes,10-20%,116.81,Weekly,No
45-54,Female,Abu Dhabi,Entrepreneur,5000-10000,3-4,Postgraduate,Supermarket,Bi-weekly,"Sanitizer, Detergent, Fabric Softener, Hand Wash",100-200,Yes,No preference,3,4,3,No,2,3,Yes,4,Yes,2,Card,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Herbal, Citrus",Yes,10-20%,55.2,Twice,Yes
35-44,Male,Sharjah,Homemaker,20000-40000,5+,High School,Hypermarket,Bi-weekly,"Hand Wash, Shampoo, Detergent",100-200,Yes,Plastic,4,2,4,Unsure,2,5,No,4,No,3,Card,Residential Lobbies,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener","Floral, Herbal, Fresh Linen",Yes,>20%,130.33,Weekly,Yes
25-34,Male,Abu Dhabi,Professional,>40000,1-2,Postgraduate,Supermarket,Monthly,"Conditioner, Surface Cleaner, Detergent, Fabric Softener",100-200,No,Glass,5,4,5,Yes,2,2,Yes,2,No,3,Mobile App,Residential Lobbies,Use disposable option,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Fresh Linen",No,>20%,188.09,Weekly,No
18-24,Female,Dubai,Entrepreneur,<5000,3-4,Undergraduate,Supermarket,Weekly,"Fabric Softener, Body Wash, Shampoo, Surface Cleaner, Detergent",200-400,Occasionally,Plastic,3,3,5,No,2,2,Yes,4,No,2,Card,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Unscented, Fresh Linen, Herbal",Yes,>20%,17.94,Once,No
25-34,Female,Dubai,Student,10000-20000,3-4,Postgraduate,Online,Weekly,"Conditioner, Surface Cleaner, Body Wash",100-200,No,Glass,4,2,4,Unsure,2,2,No,3,Yes,2,Mobile App,Malls,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Floral, Fresh Linen",No,>20%,76.02,Twice,No
25-34,Female,Abu Dhabi,Professional,>40000,3-4,Undergraduate,Online,Monthly,"Cooking Oil, Body Wash, Shampoo",<50,Occasionally,Glass,3,3,4,No,2,2,Yes,2,No,2,Mobile App,Malls,Use disposable option,"Shampoo + Conditioner, Detergent + Fabric Softener","Floral, Unscented",Yes,10-20%,203.1,Once,No
35-44,Female,Dubai,Student,10000-20000,3-4,Postgraduate,Local Store,Bi-weekly,"Detergent, Body Wash, Hand Wash",50-100,No,Glass,5,2,3,Yes,2,5,No,1,No,2,Cash,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Floral",Yes,>20%,79.07,More than 4x,No
35-44,Male,Dubai,Professional,20000-40000,1-2,Undergraduate,Online,Monthly,"Detergent, Cooking Oil, Fabric Softener, Sanitizer",100-200,Yes,Plastic,4,2,5,Yes,5,5,No,4,No,3,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Unscented, Herbal, Citrus",No,>20%,118.07,Weekly,Yes
45-54,Female,Dubai,Entrepreneur,10000-20000,3-4,High School,Supermarket,Weekly,"Shampoo, Detergent, Hand Wash, Body Wash",50-100,Yes,Glass,5,5,4,Yes,2,5,Yes,5,Yes,5,Mobile App,Supermarkets,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Unscented, Citrus, Fresh Linen",Maybe,<5%,66.18,More than 4x,Yes
25-34,Male,Dubai,Other,5000-10000,3-4,High School,Hypermarket,Monthly,"Fabric Softener, Sanitizer, Hand Wash, Detergent",<50,Yes,Plastic,3,3,5,Yes,5,2,No,2,Yes,2,Mobile App,Malls,Bring my own,"Cooking Oil + Vinegar, Shampoo + Conditioner, Surface Cleaner + Air Freshener","Herbal, Unscented, Floral",Maybe,10-20%,59.85,Twice,No
18-24,Male,Dubai,Student,5000-10000,3-4,Postgraduate,Online,Bi-weekly,"Sanitizer, Surface Cleaner, Fabric Softener, Conditioner",100-200,Yes,Plastic,3,3,3,Yes,4,2,No,1,Yes,4,Card,Malls,Buy branded bottle once,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Fresh Linen, Citrus",Maybe,5-10%,37.78,More than 4x,Yes
35-44,Male,Dubai,Professional,5000-10000,5+,Undergraduate,Supermarket,Weekly,"Shampoo, Hand Wash, Cooking Oil, Detergent",100-200,Yes,Plastic,3,3,4,Unsure,3,4,Yes,5,No,3,Mobile App,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Shampoo + Conditioner, Surface Cleaner + Air Freshener","Fresh Linen, Citrus, Herbal",No,10-20%,45.08,Weekly,No
45-54,Female,Abu Dhabi,Homemaker,20000-40000,3-4,Postgraduate,Online,Monthly,"Hand Wash, Surface Cleaner, Detergent, Conditioner, Sanitizer",50-100,Occasionally,Biodegradable,4,2,5,Yes,2,4,No,1,No,5,Card,Supermarkets,Buy branded bottle once,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Herbal, Floral, Citrus",No,10-20%,120.18,Weekly,No
35-44,Male,Abu Dhabi,Professional,5000-10000,5+,Undergraduate,Local Store,Bi-weekly,"Conditioner, Surface Cleaner, Detergent",200-400,Occasionally,Glass,4,3,5,Yes,3,2,Yes,4,No,4,Card,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Fresh Linen, Unscented",No,10-20%,54.85,Twice,No
45-54,Male,Sharjah,Professional,10000-20000,1-2,Undergraduate,Online,Bi-weekly,"Body Wash, Cooking Oil, Surface Cleaner, Fabric Softener, Sanitizer",100-200,Yes,Aluminum,4,3,3,Yes,2,4,Yes,5,No,3,Mobile App,Petrol Stations,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Fresh Linen, Herbal",No,10-20%,72.08,Weekly,No
25-34,Female,Dubai,Entrepreneur,10000-20000,3-4,High School,Supermarket,Weekly,"Surface Cleaner, Shampoo, Sanitizer, Cooking Oil, Detergent",50-100,Yes,Biodegradable,4,5,4,No,5,3,No,4,No,3,Cash,Malls,Bring my own,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Unscented, Floral, Fresh Linen",Yes,>20%,82.53,More than 4x,No
35-44,Male,Dubai,Professional,10000-20000,5+,Doctorate,Supermarket,Weekly,"Fabric Softener, Hand Wash, Detergent, Cooking Oil, Surface Cleaner",200-400,Yes,Biodegradable,3,4,5,Unsure,2,3,No,5,No,4,Card,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Fresh Linen, Floral",No,10-20%,87.51,Twice,No
25-34,Female,Dubai,Student,20000-40000,1-2,Postgraduate,Supermarket,Bi-weekly,"Shampoo, Fabric Softener, Hand Wash, Cooking Oil",100-200,No,Glass,3,4,3,No,4,2,No,2,No,2,Card,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Unscented, Fresh Linen, Citrus",Yes,>20%,113.77,Twice,No
18-24,Male,Abu Dhabi,Professional,>40000,1-2,Postgraduate,Online,Weekly,"Cooking Oil, Hand Wash, Sanitizer",100-200,Yes,Glass,3,3,5,Yes,3,5,No,3,No,2,Card,Supermarkets,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Shampoo + Conditioner","Floral, Herbal",Yes,5-10%,203.92,Weekly,Yes
18-24,Female,Sharjah,Entrepreneur,10000-20000,3-4,Undergraduate,Online,Quarterly,"Cooking Oil, Hand Wash, Fabric Softener, Conditioner, Body Wash",100-200,Yes,Glass,4,3,3,Yes,3,3,No,3,No,4,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Unscented, Floral",No,10-20%,77.46,More than 4x,Yes
18-24,Female,Dubai,Professional,20000-40000,1-2,Undergraduate,Supermarket,Weekly,"Fabric Softener, Cooking Oil, Conditioner, Surface Cleaner, Body Wash",<50,Occasionally,Aluminum,4,3,5,No,4,3,No,1,No,5,Mobile App,Malls,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Unscented, Fresh Linen",Yes,10-20%,116.59,Weekly,Yes
35-44,Male,Ajman,Student,20000-40000,3-4,Postgraduate,Local Store,Bi-weekly,"Sanitizer, Body Wash, Surface Cleaner, Shampoo, Detergent",100-200,Occasionally,Glass,3,3,5,Yes,5,5,Yes,5,No,2,Card,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Fresh Linen, Citrus",Yes,5-10%,100.94,Twice,Yes
25-34,Male,Dubai,Entrepreneur,10000-20000,5+,Undergraduate,Hypermarket,Weekly,"Detergent, Hand Wash, Fabric Softener",100-200,Yes,Biodegradable,3,4,3,Yes,5,4,Yes,4,No,3,Cash,Gyms,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Unscented, Citrus, Floral",Yes,10-20%,78.54,Weekly,No
35-44,Male,Abu Dhabi,Student,>40000,3-4,Postgraduate,Online,Bi-weekly,"Cooking Oil, Fabric Softener, Detergent",>400,No,Biodegradable,4,5,4,Yes,4,5,Yes,2,No,3,Cash,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Herbal, Citrus",Maybe,10-20%,204.64,Twice,No
55+,Male,Sharjah,Entrepreneur,5000-10000,3-4,Postgraduate,Hypermarket,Quarterly,"Fabric Softener, Body Wash, Hand Wash, Shampoo, Sanitizer",200-400,Yes,Plastic,5,2,3,Yes,3,4,No,2,Yes,5,Mobile App,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Unscented, Floral",Yes,10-20%,60.87,More than 4x,Yes
25-34,Prefer not to say,Ajman,Professional,<5000,3-4,Postgraduate,Supermarket,Weekly,"Body Wash, Surface Cleaner, Shampoo",100-200,Occasionally,Plastic,3,3,4,No,2,4,Yes,2,No,3,Mobile App,Malls,Bring my own,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Fresh Linen, Citrus, Floral",Yes,10-20%,21.65,Weekly,Yes
25-34,Male,Sharjah,Other,20000-40000,3-4,Postgraduate,Online,Quarterly,"Conditioner, Hand Wash, Sanitizer",50-100,No,Aluminum,3,3,5,Yes,5,5,Yes,3,Yes,2,Mobile App,Residential Lobbies,Use disposable option,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Fresh Linen, Unscented, Floral",Maybe,10-20%,113.33,Weekly,No
45-54,Female,Sharjah,Professional,10000-20000,1-2,Undergraduate,Hypermarket,Bi-weekly,"Surface Cleaner, Fabric Softener, Conditioner",50-100,Yes,Plastic,3,4,5,Yes,2,4,Yes,4,Yes,5,Mobile App,Gyms,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Floral, Unscented",Yes,5-10%,65.85,Twice,Yes
25-34,Male,Dubai,Professional,20000-40000,3-4,Undergraduate,Hypermarket,Monthly,"Surface Cleaner, Conditioner, Sanitizer, Hand Wash",50-100,Occasionally,Plastic,4,3,3,Yes,3,3,No,2,No,2,Mobile App,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Herbal, Floral, Citrus",Yes,10-20%,90.02,More than 4x,No
18-24,Female,Sharjah,Student,20000-40000,3-4,Doctorate,Hypermarket,Bi-weekly,"Cooking Oil, Body Wash, Sanitizer, Hand Wash, Conditioner",100-200,Yes,Biodegradable,3,5,3,Yes,2,2,No,2,No,5,Card,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Unscented, Fresh Linen",Yes,5-10%,115.95,Weekly,Yes
25-34,Female,Dubai,Professional,<5000,3-4,High School,Supermarket,Monthly,"Body Wash, Detergent, Conditioner",50-100,Yes,Plastic,3,5,4,Yes,4,4,Yes,1,No,4,Mobile App,Malls,Use disposable option,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Herbal, Unscented",Yes,5-10%,52.66,More than 4x,Yes
25-34,Female,Ajman,Homemaker,20000-40000,1-2,Postgraduate,Local Store,Monthly,"Body Wash, Surface Cleaner, Fabric Softener, Sanitizer",100-200,Yes,No preference,3,3,4,Yes,5,3,Yes,5,No,3,Mobile App,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Shampoo + Conditioner","Fresh Linen, Floral, Unscented",Yes,<5%,132.71,Weekly,No
55+,Female,Abu Dhabi,Other,10000-20000,3-4,Postgraduate,Supermarket,Bi-weekly,"Fabric Softener, Detergent, Body Wash, Sanitizer",50-100,No,Biodegradable,3,4,4,Yes,5,5,Yes,5,Yes,5,Card,Residential Lobbies,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener, Cooking Oil + Vinegar","Floral, Unscented, Fresh Linen",Yes,<5%,65.08,More than 4x,Yes
45-54,Male,Sharjah,Professional,10000-20000,1-2,Undergraduate,Local Store,Weekly,"Sanitizer, Body Wash, Hand Wash, Fabric Softener, Shampoo",>400,Yes,Biodegradable,3,3,3,Yes,4,4,Yes,5,Yes,4,Card,Petrol Stations,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Unscented, Fresh Linen, Herbal",Yes,5-10%,69.85,More than 4x,No
35-44,Male,Abu Dhabi,Professional,10000-20000,1-2,Doctorate,Other,Weekly,"Sanitizer, Hand Wash, Fabric Softener",50-100,Yes,Plastic,5,3,5,Yes,4,3,Yes,1,No,2,Card,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer","Floral, Fresh Linen",Maybe,<5%,69.79,Twice,Yes
45-54,Female,Abu Dhabi,Entrepreneur,>40000,5+,Undergraduate,Supermarket,Quarterly,"Shampoo, Hand Wash, Fabric Softener, Sanitizer",>400,Yes,Plastic,5,4,3,Yes,5,4,No,3,No,4,Subscription,Supermarkets,Use disposable option,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Unscented, Herbal",No,5-10%,213.99,More than 4x,Yes
45-54,Female,Abu Dhabi,Homemaker,<5000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Body Wash, Sanitizer, Detergent",>400,Yes,Glass,3,5,5,Yes,5,5,No,1,Yes,2,Card,Gyms,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Herbal, Floral",No,10-20%,47.25,Once,No
25-34,Female,Sharjah,Professional,10000-20000,1-2,High School,Supermarket,Bi-weekly,"Cooking Oil, Hand Wash, Shampoo",100-200,Occasionally,Plastic,3,2,3,Yes,5,2,Yes,2,No,5,Cash,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Herbal, Citrus, Floral",Yes,<5%,75.9,Weekly,No
45-54,Male,Dubai,Professional,10000-20000,1-2,Undergraduate,Online,Monthly,"Fabric Softener, Sanitizer, Hand Wash, Shampoo",200-400,Yes,Plastic,3,3,3,No,3,4,Yes,4,No,5,Mobile App,Supermarkets,Use disposable option,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Citrus, Fresh Linen",Yes,10-20%,77.64,More than 4x,Yes
35-44,Female,Dubai,Professional,20000-40000,1-2,Undergraduate,Online,Bi-weekly,"Sanitizer, Fabric Softener, Detergent, Hand Wash, Conditioner",100-200,Yes,Plastic,3,5,4,Yes,3,2,Yes,2,No,3,Cash,Residential Lobbies,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Citrus, Unscented, Herbal",Maybe,>20%,125.2,Twice,No
45-54,Female,Dubai,Entrepreneur,10000-20000,3-4,Undergraduate,Online,Quarterly,"Fabric Softener, Cooking Oil, Sanitizer, Surface Cleaner, Hand Wash",100-200,No,Plastic,4,3,5,Yes,3,4,Yes,2,No,3,Mobile App,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer","Unscented, Fresh Linen, Floral",Yes,>20%,74.84,Weekly,Yes
45-54,Male,Dubai,Student,<5000,1-2,Postgraduate,Local Store,Monthly,"Cooking Oil, Sanitizer, Detergent",50-100,Occasionally,Plastic,4,2,3,Yes,2,4,Yes,4,No,5,Subscription,Petrol Stations,Buy branded bottle once,"Detergent + Fabric Softener, Shampoo + Conditioner","Herbal, Unscented, Fresh Linen",Maybe,5-10%,27.82,Weekly,Yes
25-34,Male,Ajman,Professional,5000-10000,1-2,Postgraduate,Hypermarket,Monthly,"Conditioner, Cooking Oil, Detergent",50-100,Occasionally,Biodegradable,4,4,3,Unsure,3,5,Yes,5,No,2,Card,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Shampoo + Conditioner, Surface Cleaner + Air Freshener","Unscented, Floral, Citrus",Yes,>20%,50.48,Weekly,Yes
18-24,Female,Dubai,Professional,5000-10000,3-4,High School,Online,Monthly,"Hand Wash, Body Wash, Fabric Softener, Shampoo",100-200,No,Plastic,5,5,5,Yes,5,4,Yes,1,No,2,Mobile App,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Unscented, Herbal",Maybe,5-10%,54.78,More than 4x,No
25-34,Female,Others,Entrepreneur,20000-40000,3-4,Undergraduate,Hypermarket,Weekly,"Hand Wash, Surface Cleaner, Shampoo, Detergent",100-200,Yes,Plastic,3,2,3,Yes,3,3,No,3,Yes,5,Card,Supermarkets,Use disposable option,"Hand Wash + Sanitizer, Shampoo + Conditioner","Floral, Citrus, Unscented",Yes,<5%,99.98,Weekly,No
25-34,Female,Dubai,Student,5000-10000,3-4,Postgraduate,Other,Bi-weekly,"Sanitizer, Cooking Oil, Fabric Softener",100-200,Occasionally,Aluminum,4,3,5,No,5,3,No,2,No,2,Mobile App,Supermarkets,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Cooking Oil + Vinegar","Unscented, Herbal, Citrus",Yes,>20%,45.21,More than 4x,Yes
45-54,Male,Dubai,Professional,5000-10000,3-4,High School,Supermarket,Bi-weekly,"Fabric Softener, Surface Cleaner, Cooking Oil, Body Wash",50-100,No,No preference,3,2,4,No,4,2,No,2,No,5,Mobile App,Malls,Buy branded bottle once,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Floral, Citrus",Maybe,>20%,38.17,Twice,No
45-54,Female,Sharjah,Professional,>40000,1-2,High School,Other,Bi-weekly,"Conditioner, Shampoo, Surface Cleaner, Cooking Oil",100-200,Yes,Plastic,3,5,4,No,2,2,Yes,3,Yes,3,Mobile App,Residential Lobbies,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner, Hand Wash + Sanitizer","Herbal, Floral",Maybe,10-20%,206.9,Twice,Yes
18-24,Male,Abu Dhabi,Professional,<5000,5+,High School,Supermarket,Monthly,"Conditioner, Sanitizer, Detergent, Fabric Softener, Body Wash",<50,Occasionally,Plastic,5,4,5,Yes,2,3,No,1,Yes,2,Mobile App,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Unscented, Citrus",Yes,10-20%,17.14,Weekly,No
35-44,Male,Abu Dhabi,Student,>40000,5+,Undergraduate,Hypermarket,Quarterly,"Shampoo, Hand Wash, Fabric Softener, Body Wash, Conditioner",<50,Yes,Aluminum,5,3,4,Yes,4,2,No,2,No,3,Card,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Shampoo + Conditioner, Cooking Oil + Vinegar","Herbal, Floral, Fresh Linen",Maybe,10-20%,184.35,Weekly,No
25-34,Male,Abu Dhabi,Professional,10000-20000,5+,High School,Supermarket,Bi-weekly,"Fabric Softener, Shampoo, Body Wash, Detergent",50-100,Occasionally,No preference,4,4,5,Yes,5,2,Yes,3,No,4,Mobile App,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Shampoo + Conditioner","Floral, Herbal",Yes,5-10%,57.12,Twice,Yes
25-34,Female,Sharjah,Professional,20000-40000,5+,Doctorate,Supermarket,Bi-weekly,"Fabric Softener, Detergent, Shampoo, Cooking Oil",<50,Occasionally,Biodegradable,4,4,3,Unsure,2,3,Yes,2,No,3,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Herbal",Yes,5-10%,124.49,Weekly,No
18-24,Female,Dubai,Professional,5000-10000,5+,Undergraduate,Online,Quarterly,"Detergent, Hand Wash, Shampoo",50-100,No,Aluminum,5,2,3,Yes,3,3,Yes,5,Yes,4,Card,Residential Lobbies,Use disposable option,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Citrus, Floral, Fresh Linen",No,10-20%,40.71,Twice,No
